date,hour,room,co2,humidity,light,pir,temperature
2013-08-25,4,419,448.81,54.2,25.01,0.0,73.34
2013-08-25,4,421,339.16,54.8,18.09,0.0,23.68
2013-08-25,4,422,408.04,56.17,27.51,0.0,23.61
2013-08-25,4,423,341.64,51.34,3.44,0.0,24.67
2013-08-25,4,424,389.22,51.67,2.79,0.0,24.8
2013-08-25,4,442,446.99,53.29,3.99,0.0,24.07
2013-08-25,4,446,476.68,56.65,3.27,0.0,23.03
2013-08-25,4,448,369.52,55.8,4.1,0.0,23.48
2013-08-25,4,452,350.88,49.94,2.79,0.0,23.34
2013-08-25,4,454,327.31,55.84,3.21,0.0,23.33
2013-08-25,4,456,414.79,54.24,3.1,0.0,23.7
2013-08-25,4,458,456.25,66.48,3.74,0.0,20.58
2013-08-25,4,462,425.3,60.57,3.31,0.0,22.36
2013-08-25,5,413,459.74,48.25,3.88,0.0,24.25
2013-08-25,5,415,474.47,54.74,17.41,0.0,23.69
2013-08-25,5,417,352.45,54.47,3.51,0.0,23.85
2013-08-25,5,419,451.25,54.65,24.97,0.0,63.76
2013-08-25,5,421,336.99,55.16,18.12,0.0,23.51
2013-08-25,5,422,410.62,56.67,27.56,0.0,23.41
2013-08-25,5,423,344.28,51.45,3.53,0.0,24.65
2013-08-25,5,424,389.83,51.75,2.82,0.0,24.78
2013-08-25,5,442,450.03,53.39,4.06,0.0,24.05
2013-08-25,5,446,478.28,56.89,3.21,0.0,22.97
2013-08-25,5,448,372.8,55.96,4.06,0.0,23.46
2013-08-25,5,452,353.13,50.1,2.75,0.0,23.32
2013-08-25,5,454,329.3,56.09,3.27,0.0,23.3
2013-08-25,5,456,416.96,54.43,3.16,0.0,23.68
2013-08-25,5,458,457.47,66.4,3.7,0.0,20.58
2013-08-25,5,462,427.48,60.64,3.32,0.0,22.33
2013-08-25,6,413,460.16,48.59,3.86,0.0,24.08
2013-08-25,6,415,474.18,55.1,17.42,0.0,23.54
2013-08-25,6,417,352.69,54.85,3.52,0.0,23.7
2013-08-25,6,419,453.14,55.06,25.01,0.0,90.63
2013-08-25,6,421,334.84,55.48,18.16,0.0,23.37
2013-08-25,6,422,410.64,57.06,27.62,0.0,23.29
2013-08-25,6,423,345.01,51.58,3.45,0.0,24.6
2013-08-25,6,424,393.45,51.84,2.93,0.0,24.75
2013-08-25,6,442,451.15,53.5,3.98,0.0,24.02
2013-08-25,6,446,480.12,57.03,3.25,0.0,22.95
2013-08-25,6,448,375.23,56.09,4.08,0.0,23.44
2013-08-25,6,452,354.2,50.22,2.81,0.0,23.3
2013-08-25,6,454,330.35,56.28,3.29,0.0,23.28
2013-08-25,6,456,418.79,54.6,3.17,0.0,23.65
2013-08-25,6,458,458.7,66.5,3.67,0.0,20.57
2013-08-25,6,462,429.02,60.78,3.23,0.0,22.3
2013-08-25,7,413,460.83,49.22,3.75,0.0,23.89
2013-08-25,7,415,476.72,55.54,17.46,0.0,23.4
2013-08-25,7,417,353.39,55.32,3.34,0.0,23.57
2013-08-25,7,419,453.6,55.56,25.04,0.0,87.42
2013-08-25,7,421,337.01,55.89,18.17,0.0,23.26
2013-08-25,7,422,414.05,57.57,27.51,0.0,23.2
2013-08-25,7,423,346.99,51.83,3.41,0.0,24.55
2013-08-25,7,424,396.25,52.04,2.79,0.0,24.7
2013-08-25,7,442,452.25,53.79,4.02,0.0,24.0
2013-08-25,7,446,481.68,57.33,3.33,0.0,22.93
2013-08-25,7,448,376.72,56.35,4.12,0.0,23.42
2013-08-25,7,452,356.39,50.44,2.77,0.0,23.28
2013-08-25,7,454,331.39,56.55,3.26,0.0,23.25
2013-08-25,7,456,421.2,54.88,3.17,0.0,23.62
2013-08-25,7,458,461.2,66.96,3.7,0.0,20.59
2013-08-25,7,462,431.03,61.16,3.36,0.0,22.27
2013-08-25,8,413,457.13,50.62,3.8,0.0,23.74
2013-08-25,8,415,473.8,56.45,17.52,0.0,23.31
2013-08-25,8,417,352.03,56.26,3.34,0.0,23.5
2013-08-25,8,419,451.58,56.55,25.02,0.0,88.12
2013-08-25,8,421,336.82,56.8,18.18,0.0,23.2
2013-08-25,8,422,410.02,58.82,27.62,0.0,23.15
2013-08-25,8,423,345.89,52.55,3.4,0.0,24.51
2013-08-25,8,424,394.01,52.69,2.87,0.0,24.67
2013-08-25,8,442,449.47,54.75,3.99,0.0,23.98
2013-08-25,8,446,478.13,58.45,3.22,0.0,22.91
2013-08-25,8,448,374.08,57.21,4.17,0.0,23.41
2013-08-25,8,452,354.53,51.15,2.78,0.0,23.27
2013-08-25,8,454,328.3,57.28,3.27,0.0,23.24
2013-08-25,8,456,418.32,55.72,3.22,0.0,23.61
2013-08-25,8,458,456.43,68.63,3.73,0.0,20.57
2013-08-25,8,462,427.45,62.38,3.27,0.0,22.28
2013-08-25,9,413,455.2,51.61,3.75,0.0,23.6
2013-08-25,9,415,472.09,57.27,17.45,0.0,23.25
2013-08-25,9,417,351.56,57.05,3.45,0.0,23.45
2013-08-25,9,419,450.44,57.37,25.05,0.0,88.84
2013-08-25,9,421,334.78,57.63,18.23,0.0,23.15
2013-08-25,9,422,408.53,59.66,27.59,0.0,23.12
2013-08-25,9,423,346.11,53.23,3.42,0.0,24.47
2013-08-25,9,424,392.62,53.31,2.9,0.0,24.65
2013-08-25,9,442,449.22,55.46,3.99,0.0,23.98
2013-08-25,9,446,476.43,59.24,3.29,0.0,22.9
2013-08-25,9,448,373.89,57.95,4.11,0.0,23.41
2013-08-25,9,452,353.93,51.78,2.81,0.0,23.27
2013-08-25,9,454,329.62,57.95,3.32,0.0,23.24
2013-08-25,9,456,417.91,56.44,3.14,0.0,23.62
2013-08-25,9,458,458.57,69.39,3.68,0.0,20.57
2013-08-25,9,462,427.58,63.14,3.26,0.0,22.29
2013-08-25,10,413,455.63,52.17,3.89,0.0,23.48
2013-08-25,10,415,473.72,57.82,17.46,0.0,23.2
2013-08-25,10,417,351.3,57.56,3.42,0.0,23.41
2013-08-25,10,419,451.08,57.9,25.05,0.0,101.94
2013-08-25,10,421,337.95,58.19,18.2,0.0,23.11
2013-08-25,10,422,409.53,60.07,27.63,0.0,23.09
2013-08-25,10,423,346.9,53.71,3.4,0.0,24.43
2013-08-25,10,424,391.56,53.75,2.86,0.0,24.61
2013-08-25,10,442,451.19,55.84,3.92,0.0,23.97
2013-08-25,10,446,479.14,59.66,3.27,0.0,22.89
2013-08-25,10,448,374.14,58.39,4.02,0.0,23.4
2013-08-25,10,452,354.32,52.17,2.73,0.0,23.26
2013-08-25,10,454,330.19,58.38,3.29,0.0,23.24
2013-08-25,10,456,419.09,56.89,3.23,0.0,23.61
2013-08-25,10,458,457.35,69.53,3.75,0.0,20.57
2013-08-25,10,462,427.13,63.47,3.24,0.0,22.29
2013-08-25,11,413,450.71,52.57,3.8,0.0,23.36
2013-08-25,11,415,471.22,58.17,17.38,0.0,23.14
2013-08-25,11,417,347.2,57.87,3.43,0.0,23.36
2013-08-25,11,419,446.76,58.26,25.15,0.0,57.09
2013-08-25,11,421,331.77,58.52,18.11,0.0,23.06
2013-08-25,11,422,404.79,60.32,27.59,0.0,23.05
2013-08-25,11,423,342.68,54.02,3.4,0.0,24.38
2013-08-25,11,424,386.66,54.01,2.9,0.0,24.58
2013-08-25,11,442,446.23,56.05,3.94,0.0,23.94
2013-08-25,11,446,472.68,59.83,3.3,0.0,22.88
2013-08-25,11,448,371.1,58.64,4.1,0.0,23.39
2013-08-25,11,452,351.13,52.39,2.69,0.0,23.25
2013-08-25,11,454,327.03,58.68,3.2,0.0,23.22
2013-08-25,11,456,413.62,57.15,3.23,0.0,23.59
2013-08-25,11,458,454.5,69.64,3.8,0.0,20.58
2013-08-25,11,462,422.34,63.63,3.31,0.0,22.27
2013-08-25,12,413,450.7,53.12,3.7,0.0,23.26
2013-08-25,12,415,471.99,58.6,17.56,0.0,23.09
2013-08-25,12,417,347.11,58.29,3.4,0.0,23.31
2013-08-25,12,419,447.68,58.69,25.12,0.0,63.23
2013-08-25,12,421,331.4,58.87,18.12,0.0,23.03
2013-08-25,12,422,403.95,60.74,27.63,0.0,23.01
2013-08-25,12,423,343.24,54.39,3.41,0.0,24.33
2013-08-25,12,424,385.78,54.36,2.86,0.0,24.54
2013-08-25,12,442,446.98,56.43,3.94,0.0,23.92
2013-08-25,12,446,474.71,60.19,3.33,0.0,22.86
2013-08-25,12,448,370.81,59.0,4.12,0.0,23.37
2013-08-25,12,452,349.42,52.71,2.85,0.0,23.23
2013-08-25,12,454,325.29,59.05,3.18,0.0,23.2
2013-08-25,12,456,415.11,57.51,3.11,0.0,23.57
2013-08-25,12,458,454.6,70.11,3.74,0.0,20.57
2013-08-25,12,462,424.26,63.98,3.36,0.0,22.27
2013-08-25,13,413,450.34,53.62,4.44,0.0,23.2
2013-08-25,13,415,472.74,59.05,18.04,0.0,23.06
2013-08-25,13,417,346.59,58.72,4.0,0.0,23.28
2013-08-25,13,419,448.29,59.14,26.28,0.0,55.46
2013-08-25,13,421,332.84,59.24,19.73,0.0,23.0
2013-08-25,13,422,404.65,61.17,29.06,0.0,22.99
2013-08-25,13,423,343.16,54.83,3.43,0.0,24.29
2013-08-25,13,424,387.8,54.77,2.87,0.0,24.5
2013-08-25,13,442,448.15,56.82,4.0,0.0,23.9
2013-08-25,13,446,475.66,60.64,3.21,0.0,22.84
2013-08-25,13,448,371.83,59.4,4.04,0.0,23.35
2013-08-25,13,452,350.25,53.06,2.76,0.0,23.21
2013-08-25,13,454,326.17,59.45,3.12,0.0,23.18
2013-08-25,13,456,415.42,57.91,3.16,0.0,23.55
2013-08-25,13,458,454.05,70.49,3.74,0.0,20.58
2013-08-25,13,462,424.68,64.39,3.36,0.0,22.26
2013-08-25,14,413,449.49,54.02,12.53,0.0,23.13
2013-08-25,14,415,470.93,59.41,23.74,0.0,23.03
2013-08-25,14,417,347.37,59.06,11.0,0.0,23.26
2013-08-25,14,419,446.41,59.5,39.23,0.0,66.25
2013-08-25,14,421,334.69,59.69,35.49,0.0,22.97
2013-08-25,14,422,404.22,61.51,44.2,0.0,22.97
2013-08-25,14,423,343.4,55.2,3.51,0.0,24.24
2013-08-25,14,424,388.87,55.1,2.86,0.0,24.47
2013-08-25,14,442,446.03,57.14,4.02,0.0,23.87
2013-08-25,14,446,473.28,60.93,3.26,0.0,22.84
2013-08-25,14,448,370.4,59.73,3.97,0.0,23.34
2013-08-25,14,452,349.24,53.34,2.8,0.0,23.2
2013-08-25,14,454,325.96,59.8,3.25,0.0,23.17
2013-08-25,14,456,414.41,58.24,3.25,0.0,23.53
2013-08-25,14,458,452.54,70.74,3.72,0.0,20.57
2013-08-25,14,462,424.9,64.68,3.24,0.0,22.24
2013-08-25,15,413,447.78,54.3,46.17,0.0,23.11
2013-08-25,15,415,469.1,59.65,46.98,0.0,23.05
2013-08-25,15,417,345.76,59.27,41.34,0.0,23.28
2013-08-25,15,419,447.5,59.73,92.06,0.0,65.51
2013-08-25,15,421,330.08,60.32,101.62,0.0,22.95
2013-08-25,15,422,402.1,61.67,108.34,0.0,23.01
2013-08-25,15,423,341.66,55.47,3.48,0.0,24.22
2013-08-25,15,424,386.82,55.34,2.85,0.0,24.45
2013-08-25,15,442,444.51,57.37,4.05,0.0,23.88
2013-08-25,15,446,472.38,61.02,3.19,0.0,22.87
2013-08-25,15,448,369.54,59.9,3.93,0.0,23.35
2013-08-25,15,452,347.42,53.53,2.78,0.0,23.2
2013-08-25,15,454,324.63,59.97,3.31,0.0,23.18
2013-08-25,15,456,413.95,58.42,3.11,0.0,23.54
2013-08-25,15,458,452.24,71.02,3.78,0.0,20.56
2013-08-25,15,462,422.43,65.15,3.29,0.0,22.14
2013-08-25,16,413,448.83,54.32,92.31,0.0,23.17
2013-08-25,16,415,467.4,59.7,74.9,0.0,23.15
2013-08-25,16,417,346.22,59.25,84.11,0.0,23.41
2013-08-25,16,419,447.25,59.72,159.04,0.0,56.36
2013-08-25,16,421,330.51,60.05,189.29,0.0,23.12
2013-08-25,16,422,405.74,61.47,188.38,0.0,23.16
2013-08-25,16,423,341.75,55.68,3.54,0.0,24.19
2013-08-25,16,424,387.17,55.54,2.91,0.0,24.44
2013-08-25,16,442,445.5,57.48,4.21,0.0,23.88
2013-08-25,16,446,473.19,61.16,3.31,0.0,22.87
2013-08-25,16,448,369.79,60.04,3.93,0.0,23.35
2013-08-25,16,452,347.5,53.66,2.82,0.0,23.21
2013-08-25,16,454,325.1,60.12,3.26,0.0,23.19
2013-08-25,16,456,413.92,58.6,3.15,0.0,23.54
2013-08-25,16,458,453.68,71.06,3.83,0.0,20.56
2013-08-25,16,462,424.79,65.49,3.39,0.0,22.09
2013-08-25,17,413,449.71,53.8,118.67,0.0,23.31
2013-08-25,17,415,467.66,59.45,83.85,0.0,23.3
2013-08-25,17,417,348.49,58.81,104.37,0.0,23.6
2013-08-25,17,419,448.72,59.32,183.34,0.0,71.97
2013-08-25,17,421,331.14,59.51,228.89,0.0,23.32
2013-08-25,17,422,405.32,60.77,227.41,0.0,23.36
2013-08-25,17,423,341.34,55.73,3.69,0.0,24.16
2013-08-25,17,424,385.43,55.57,2.88,0.0,24.41
2013-08-25,17,442,446.47,57.37,4.45,0.0,23.87
2013-08-25,17,446,473.61,61.05,3.29,0.0,22.85
2013-08-25,17,448,369.95,59.97,4.04,0.0,23.35
2013-08-25,17,452,348.05,53.58,2.75,0.0,23.21
2013-08-25,17,454,324.2,60.12,3.26,0.0,23.18
2013-08-25,17,456,412.58,58.56,3.24,0.0,23.52
2013-08-25,17,458,452.59,70.68,3.92,0.0,20.57
2013-08-25,17,462,423.65,65.31,3.37,0.0,22.08
2013-08-25,18,413,455.01,53.03,111.44,0.0,23.44
2013-08-25,18,415,471.85,58.93,72.08,0.0,23.44
2013-08-25,18,417,350.52,58.21,90.62,0.0,23.74
2013-08-25,18,419,450.19,58.58,159.25,0.0,96.07
2013-08-25,18,421,333.05,59.15,211.92,0.0,23.44
2013-08-25,18,422,410.75,59.96,212.36,0.0,23.48
2013-08-25,18,423,344.11,55.63,3.68,0.0,24.12
2013-08-25,18,424,389.17,55.46,2.89,0.0,24.38
2013-08-25,18,442,448.5,57.08,4.38,0.0,23.84
2013-08-25,18,446,477.78,60.66,3.38,0.0,22.84
2013-08-25,18,448,372.52,59.69,4.15,0.0,23.34
2013-08-25,18,452,350.47,53.4,2.81,0.0,23.19
2013-08-25,18,454,326.88,59.96,3.27,0.0,23.16
2013-08-25,18,456,415.78,58.31,3.28,0.0,23.51
2013-08-25,18,458,458.26,70.07,5.1,0.0,20.54
2013-08-25,18,462,428.77,64.9,4.02,0.0,22.05
2013-08-25,19,413,459.34,52.63,104.41,0.0,23.51
2013-08-25,19,415,475.82,58.5,61.93,0.0,23.51
2013-08-25,19,417,354.71,57.86,83.16,0.0,23.8
2013-08-25,19,419,454.7,58.15,145.44,0.0,69.11
2013-08-25,19,421,337.47,59.25,199.52,0.0,23.47
2013-08-25,19,422,413.48,59.56,194.8,0.0,23.52
2013-08-25,19,423,347.45,55.55,3.68,0.0,24.09
2013-08-25,19,424,392.46,55.39,2.87,0.0,24.35
2013-08-25,19,442,452.6,56.9,4.67,0.0,23.83
2013-08-25,19,446,480.53,60.46,3.41,0.0,22.82
2013-08-25,19,448,376.71,59.5,4.17,0.0,23.32
2013-08-25,19,452,353.38,53.22,2.82,0.0,23.18
2013-08-25,19,454,330.35,59.85,3.34,0.0,23.14
2013-08-25,19,456,420.48,58.15,3.32,0.0,23.5
2013-08-25,19,458,460.9,69.83,5.91,0.0,20.57
2013-08-25,19,462,430.96,64.71,4.36,0.0,22.04
2013-08-25,20,413,457.07,52.39,105.5,0.0,23.54
2013-08-25,20,415,475.91,58.23,61.73,0.0,23.56
2013-08-25,20,417,352.08,57.59,82.32,0.0,23.83
2013-08-25,20,419,453.21,57.9,143.49,0.0,60.65
2013-08-25,20,421,334.93,59.28,202.18,0.0,23.46
2013-08-25,20,422,413.08,59.31,215.44,0.0,23.54
2013-08-25,20,423,347.67,55.54,3.65,0.0,24.06
2013-08-25,20,424,392.76,55.38,3.0,0.0,24.32
2013-08-25,20,442,450.13,56.84,4.73,0.0,23.81
2013-08-25,20,446,478.82,60.3,3.42,0.0,22.82
2013-08-25,20,448,375.65,59.37,4.11,0.0,23.32
2013-08-25,20,452,353.58,53.11,2.83,0.0,23.17
2013-08-25,20,454,330.02,59.78,3.32,0.0,23.13
2013-08-25,20,456,420.05,58.05,3.21,0.0,23.49
2013-08-25,20,458,457.68,69.57,4.97,0.0,20.57
2013-08-25,20,462,429.27,64.53,3.87,0.0,22.05
2013-08-25,21,413,455.13,52.26,149.48,0.0,23.6
2013-08-25,21,415,473.2,58.03,103.78,0.0,23.61
2013-08-25,21,417,351.7,57.43,122.02,0.0,23.87
2013-08-25,21,419,453.2,57.72,227.19,0.0,65.32
2013-08-25,21,421,329.59,59.78,285.97,0.0,23.41
2013-08-25,21,422,412.24,59.13,300.5,0.0,23.59
2013-08-25,21,423,345.58,55.58,3.64,0.0,24.02
2013-08-25,21,424,391.55,55.42,2.95,0.0,24.29
2013-08-25,21,442,447.77,56.81,4.78,0.0,23.8
2013-08-25,21,446,477.07,60.25,3.37,0.0,22.81
2013-08-25,21,448,372.77,59.32,4.1,0.0,23.31
2013-08-25,21,452,352.81,53.06,2.75,0.0,23.16
2013-08-25,21,454,329.73,59.75,3.22,0.0,23.12
2013-08-25,21,456,415.42,58.0,3.07,0.0,23.48
2013-08-25,21,458,455.45,69.61,4.06,0.0,20.57
2013-08-25,21,462,428.16,64.48,3.54,0.0,22.06
2013-08-25,22,413,456.91,51.91,164.71,0.0,23.85
2013-08-25,22,415,472.62,57.68,123.58,0.0,23.82
2013-08-25,22,417,351.61,56.98,128.0,0.0,24.11
2013-08-25,22,419,451.45,57.34,263.11,0.0,81.71
2013-08-25,22,421,336.32,59.15,315.23,0.0,23.63
2013-08-25,22,422,410.79,58.83,336.69,0.0,23.74
2013-08-25,22,423,344.38,55.68,3.57,0.0,23.99
2013-08-25,22,424,390.93,55.54,2.89,0.0,24.26
2013-08-25,22,442,447.02,56.87,5.31,0.0,23.8
2013-08-25,22,446,474.89,60.29,3.45,0.0,22.82
2013-08-25,22,448,371.91,59.37,4.16,0.0,23.3
2013-08-25,22,452,350.73,53.11,2.78,0.0,23.15
2013-08-25,22,454,325.89,59.81,3.24,0.0,23.11
2013-08-25,22,456,415.82,58.06,3.18,0.0,23.47
2013-08-25,22,458,454.51,69.72,4.04,0.0,20.56
2013-08-25,22,462,425.41,64.52,3.58,0.0,22.06
2013-08-25,23,413,456.93,51.1,139.28,0.0,24.18
2013-08-25,23,415,474.5,57.19,126.8,0.0,24.0
2013-08-25,23,417,351.93,56.38,104.73,0.0,24.3
2013-08-25,23,419,450.25,56.89,255.39,0.0,76.44
2013-08-25,23,421,337.1,58.45,269.99,0.0,23.78
2013-08-25,23,422,411.47,58.42,294.25,0.0,23.84
2013-08-25,23,423,344.39,55.72,3.58,0.0,23.97
2013-08-25,23,424,390.05,55.52,2.94,0.0,24.26
2013-08-25,23,442,446.73,56.81,5.25,0.0,23.8
2013-08-25,23,446,475.0,60.24,3.55,0.0,22.81
2013-08-25,23,448,371.77,59.31,4.16,0.0,23.3
2013-08-25,23,452,351.05,53.06,2.81,0.0,23.14
2013-08-25,23,454,326.18,59.78,3.32,0.0,23.1
2013-08-25,23,456,415.0,58.02,3.24,0.0,23.46
2013-08-25,23,458,454.68,69.54,4.4,0.0,20.58
2013-08-25,23,462,424.93,64.42,3.63,0.0,22.06
2013-08-26,0,413,460.17,50.43,161.7,0.0,24.54
2013-08-26,0,415,473.45,56.86,106.12,0.0,24.18
2013-08-26,0,417,350.36,56.0,90.8,0.0,24.48
2013-08-26,0,419,449.06,56.52,219.64,0.0,78.15
2013-08-26,0,421,338.19,57.7,241.66,0.0,24.0
2013-08-26,0,422,407.5,58.09,273.63,0.0,24.03
2013-08-26,0,423,343.13,55.83,3.56,0.0,23.96
2013-08-26,0,424,389.58,55.63,2.88,0.0,24.25
2013-08-26,0,442,444.65,56.89,5.3,0.0,23.83
2013-08-26,0,446,472.42,60.28,3.35,0.0,22.83
2013-08-26,0,448,370.52,59.39,4.09,0.0,23.3
2013-08-26,0,452,348.38,53.14,2.79,0.0,23.15
2013-08-26,0,454,324.98,59.84,3.34,0.0,23.1
2013-08-26,0,456,412.06,58.1,3.38,0.0,23.47
2013-08-26,0,458,453.31,69.71,5.86,0.0,20.56
2013-08-26,0,462,422.76,64.55,4.39,0.0,22.06
2013-08-26,1,413,463.74,48.81,249.47,0.0,25.09
2013-08-26,1,415,471.91,55.99,100.25,0.0,24.46
2013-08-26,1,417,349.81,55.21,73.28,0.0,24.66
2013-08-26,1,419,447.08,55.76,216.73,0.0,79.11
2013-08-26,1,421,336.53,56.55,231.63,0.0,24.23
2013-08-26,1,422,400.11,56.89,269.25,0.0,24.32
2013-08-26,1,423,339.96,55.61,3.56,0.0,23.96
2013-08-26,1,424,385.87,55.39,2.82,0.0,24.26
2013-08-26,1,442,440.35,56.44,5.6,0.0,23.85
2013-08-26,1,446,470.73,59.81,3.34,0.0,22.84
2013-08-26,1,448,368.94,59.06,4.18,0.0,23.31
2013-08-26,1,452,346.26,52.88,2.83,0.0,23.15
2013-08-26,1,454,322.02,59.59,3.32,0.0,23.1
2013-08-26,1,456,409.31,57.81,3.32,0.0,23.46
2013-08-26,1,458,447.89,68.98,5.67,0.0,20.55
2013-08-26,1,462,419.13,64.06,4.26,0.0,22.04
2013-08-26,2,413,463.98,47.84,47.36,0.0,25.33
2013-08-26,2,415,473.0,55.1,53.21,0.0,24.79
2013-08-26,2,417,349.2,54.53,29.0,0.0,24.88
2013-08-26,2,419,444.4,54.94,115.35,0.0,87.05
2013-08-26,2,421,337.3,55.86,105.29,0.0,24.47
2013-08-26,2,422,401.79,55.91,130.75,0.0,24.62
2013-08-26,2,423,339.07,55.48,3.41,0.0,23.97
2013-08-26,2,424,383.99,55.23,2.92,0.0,24.28
2013-08-26,2,442,441.44,56.23,5.05,0.0,23.88
2013-08-26,2,446,469.99,59.64,4.26,0.0,22.84
2013-08-26,2,448,366.84,58.88,4.12,0.0,23.32
2013-08-26,2,452,344.41,52.74,2.83,0.0,23.15
2013-08-26,2,454,320.11,59.45,3.25,0.0,23.1
2013-08-26,2,456,409.52,57.64,3.15,0.0,23.46
2013-08-26,2,458,450.03,68.89,3.73,0.0,20.58
2013-08-26,2,462,420.44,63.92,3.28,0.0,22.06
2013-08-26,3,413,466.58,47.93,3.9,0.0,25.18
2013-08-26,3,415,474.1,55.27,17.41,0.0,24.55
2013-08-26,3,417,355.27,54.67,3.55,0.0,24.72
2013-08-26,3,419,446.01,54.96,24.93,0.0,94.6
2013-08-26,3,421,339.48,56.02,17.35,0.0,24.21
2013-08-26,3,422,405.24,56.21,27.71,0.0,24.37
2013-08-26,3,423,340.73,55.46,3.35,0.0,23.99
2013-08-26,3,424,385.94,55.21,2.85,0.0,24.3
2013-08-26,3,442,441.72,56.17,3.93,0.0,23.92
2013-08-26,3,446,471.91,59.47,3.22,0.0,22.91
2013-08-26,3,448,368.58,58.85,4.08,0.0,23.34
2013-08-26,3,452,345.75,52.73,2.8,0.0,23.16
2013-08-26,3,454,323.67,59.43,3.31,0.0,23.11
2013-08-26,3,456,411.62,57.65,3.3,0.0,23.47
2013-08-26,3,458,452.15,69.04,5.33,0.0,20.55
2013-08-26,3,462,422.7,63.92,4.17,0.0,22.08
2013-08-26,4,413,461.04,48.04,3.84,0.0,24.92
2013-08-26,4,415,468.98,55.38,17.45,0.0,24.33
2013-08-26,4,417,351.21,54.98,3.52,0.0,24.44
2013-08-26,4,419,442.77,55.3,25.01,0.0,150.61
2013-08-26,4,421,333.22,56.29,17.68,0.0,23.86
2013-08-26,4,422,403.3,56.62,27.42,0.0,24.05
2013-08-26,4,423,339.43,55.32,3.39,0.0,23.97
2013-08-26,4,424,384.17,55.03,2.92,0.0,24.3
2013-08-26,4,442,440.33,55.88,3.92,0.0,23.93
2013-08-26,4,446,469.57,59.14,3.24,0.0,22.92
2013-08-26,4,448,367.63,58.64,4.12,0.0,23.34
2013-08-26,4,452,345.22,52.56,2.75,0.0,23.16
2013-08-26,4,454,320.0,59.27,3.18,0.0,23.1
2013-08-26,4,456,409.75,57.49,3.32,0.0,23.46
2013-08-26,4,458,448.06,68.7,5.84,0.0,20.54
2013-08-26,4,462,418.54,63.6,4.37,0.0,22.08
2013-08-26,5,413,455.21,48.25,3.93,0.0,24.64
2013-08-26,5,415,465.28,55.39,17.48,0.0,24.13
2013-08-26,5,417,350.12,55.21,3.45,0.0,24.2
2013-08-26,5,419,445.6,55.58,24.99,0.0,78.67
2013-08-26,5,421,333.47,56.48,18.19,0.0,23.63
2013-08-26,5,422,403.26,56.91,27.57,0.0,23.8
2013-08-26,5,423,338.95,55.16,3.37,0.0,23.95
2013-08-26,5,424,383.0,54.84,2.86,0.0,24.28
2013-08-26,5,442,440.01,55.57,3.96,0.0,23.92
2013-08-26,5,446,468.21,58.8,3.29,0.0,22.92
2013-08-26,5,448,366.74,58.37,4.07,0.0,23.33
2013-08-26,5,452,344.0,52.37,2.81,0.0,23.14
2013-08-26,5,454,320.63,59.06,3.29,0.0,23.1
2013-08-26,5,456,410.42,57.24,3.19,0.0,23.45
2013-08-26,5,458,448.37,68.17,4.33,0.0,20.55
2013-08-26,5,462,418.88,63.18,3.59,0.0,22.09
2013-08-26,6,413,451.25,48.24,3.83,0.0,24.42
2013-08-26,6,415,465.16,55.34,17.44,0.0,23.94
2013-08-26,6,417,346.97,55.28,3.46,0.0,23.99
2013-08-26,6,419,443.43,55.66,25.03,0.0,62.26
2013-08-26,6,421,325.11,56.43,18.19,0.0,23.42
2013-08-26,6,422,400.25,56.97,27.64,0.0,23.58
2013-08-26,6,423,337.22,54.91,3.38,0.0,23.9
2013-08-26,6,424,383.19,54.58,2.9,0.0,24.25
2013-08-26,6,442,438.63,55.12,3.94,0.0,23.91
2013-08-26,6,446,467.11,58.32,3.21,0.0,22.91
2013-08-26,6,448,365.6,58.0,4.12,0.0,23.32
2013-08-26,6,452,342.33,52.04,2.79,0.0,23.12
2013-08-26,6,454,319.58,58.75,3.24,0.0,23.08
2013-08-26,6,456,406.85,56.89,3.25,0.0,23.43
2013-08-26,6,458,446.94,67.47,4.4,0.0,20.54
2013-08-26,6,462,417.28,62.67,3.76,0.0,22.06
2013-08-26,7,413,446.45,48.02,3.82,0.0,24.19
2013-08-26,7,415,462.29,55.12,17.52,0.0,23.76
2013-08-26,7,417,343.54,55.12,3.49,0.0,23.81
2013-08-26,7,419,439.92,55.49,25.03,0.0,60.55
2013-08-26,7,421,323.12,56.15,18.25,0.0,23.28
2013-08-26,7,422,398.72,56.7,27.56,0.0,23.41
2013-08-26,7,423,335.92,54.5,3.39,0.0,23.86
2013-08-26,7,424,380.71,54.17,2.85,0.0,24.2
2013-08-26,7,442,436.35,54.52,3.81,0.0,23.88
2013-08-26,7,446,465.31,57.64,3.26,0.0,22.88
2013-08-26,7,448,363.42,57.43,4.05,0.0,23.3
2013-08-26,7,452,340.4,51.58,2.78,0.0,23.1
2013-08-26,7,454,318.06,58.29,3.3,0.0,23.06
2013-08-26,7,456,404.84,56.35,3.27,0.0,23.41
2013-08-26,7,458,443.82,66.42,5.87,0.0,20.56
2013-08-26,7,462,415.25,61.98,4.37,0.0,22.01
2013-08-26,8,413,447.42,48.29,3.88,0.0,23.99
2013-08-26,8,415,461.05,55.13,17.38,0.0,23.61
2013-08-26,8,417,343.26,55.17,3.49,0.0,23.67
2013-08-26,8,419,439.74,55.53,25.08,0.0,46.52
2013-08-26,8,421,321.36,56.19,18.13,0.0,23.13
